previous_crop,crop,soil_type,temperature,humidity,yield,market_price,nitrogen,phosphorus,potassium,ph
cotton,sugarcane,high_nitrogen,32.8,46,29.81,200,36,21,58,6.4
tomato,potato,balanced,34.5,67,10.73,1513,45,45,35,6.6
rice,wheat,balanced,25.9,60,4.87,2416,43,54,51,7.0
groundnut,maize,low_nitrogen,22.7,68,5.75,1595,65,20,25,6.7
potato,sugarcane,low_nitrogen,34.8,46,30.05,665,63,44,52,5.9
wheat,wheat,balanced,21.6,81,4.75,2338,57,23,53,5.9
groundnut,tomato,low_nitrogen,33.6,67,15.18,1449,76,48,38,7.3
tomato,cotton,low_nitrogen,33.4,88,4.11,6704,50,47,21,6.0
potato,potato,low_nitrogen,30.2,60,10.17,1360,50,38,25,7.4
sugarcane,wheat,low_nitrogen,34.6,84,4.58,2026,68,33,43,6.3
groundnut,groundnut,low_nitrogen,29.4,56,3.47,5863,90,31,59,7.1
sugarcane,sugarcane,high_nitrogen,27.3,45,29.83,408,65,28,51,6.5
potato,groundnut,low_nitrogen,21.1,65,3.44,5873,43,47,56,7.3
wheat,rice,high_nitrogen,34.6,65,4.85,1827,56,43,42,6.5
maize,potato,low_nitrogen,25.8,59,9.92,1132,51,38,33,5.5
wheat,rice,high_nitrogen,20.6,81,4.92,2139,48,44,43,6.3
rice,potato,low_nitrogen,21.7,87,10.15,1341,53,49,38,5.9
tomato,wheat,balanced,24.1,77,5.13,2784,57,31,42,6.8
cotton,cotton,high_nitrogen,24.2,75,4.03,6495,24,32,34,6.6
sugarcane,sugarcane,low_nitrogen,25.4,40,30.29,307,48,47,28,6.1
tomato,sugarcane,low_nitrogen,24.9,71,30.14,439,60,46,44,6.9
groundnut,maize,low_nitrogen,30.3,53,6.02,1855,63,30,53,6.6
potato,maize,high_nitrogen,25.4,44,6.14,2084,58,21,54,7.3
maize,groundnut,low_nitrogen,29.1,52,3.21,5342,52,36,23,7.5
potato,maize,high_nitrogen,34.0,90,5.72,1925,68,25,43,6.5
maize,tomato,low_nitrogen,21.4,83,14.8,1477,69,52,52,6.0
wheat,maize,balanced,21.9,85,6.61,1766,54,21,29,7.5
sugarcane,maize,balanced,26.8,78,6.26,1879,57,53,31,7.2
cotton,rice,high_nitrogen,34.2,61,4.89,2134,25,41,34,7.3
tomato,potato,low_nitrogen,26.7,85,9.81,1587,46,27,26,6.7
sugarcane,rice,high_nitrogen,31.3,53,4.74,2335,45,21,43,5.9
potato,cotton,high_nitrogen,31.8,50,4.3,6643,67,60,48,6.6
groundnut,rice,high_nitrogen,23.0,46,4.98,2444,76,42,41,5.8
groundnut,tomato,high_nitrogen,31.1,58,14.9,1545,79,29,57,7.3
wheat,potato,low_nitrogen,31.5,61,10.25,1035,63,51,58,7.1
wheat,sugarcane,low_nitrogen,20.9,46,29.84,318,62,50,55,7.4
rice,wheat,balanced,20.5,52,5.29,2139,49,33,27,6.2
cotton,wheat,low_nitrogen,27.8,44,4.71,2077,34,49,52,6.4
wheat,cotton,low_nitrogen,22.1,53,4.11,6658,52,32,29,6.7
cotton,cotton,high_nitrogen,35.0,83,3.92,6615,21,43,27,5.8
maize,maize,high_nitrogen,33.7,87,5.86,1428,41,52,26,6.2
sugarcane,maize,low_nitrogen,24.4,48,5.85,2194,45,50,50,6.6
wheat,tomato,low_nitrogen,27.7,69,15.2,1801,70,54,22,7.2
cotton,wheat,low_nitrogen,20.6,78,4.25,2200,30,46,57,7.4
rice,groundnut,low_nitrogen,33.5,41,3.58,5821,55,27,57,6.2
wheat,sugarcane,low_nitrogen,31.1,40,29.72,355,66,57,42,7.4
sugarcane,cotton,balanced,22.6,88,4.32,6547,47,26,60,6.9
tomato,maize,balanced,32.7,66,6.68,1476,66,27,59,5.8
rice,cotton,low_nitrogen,27.2,75,3.89,6749,65,57,39,7.4
potato,potato,high_nitrogen,31.9,82,10.2,1532,56,43,24,6.1
tomato,potato,low_nitrogen,27.2,69,9.81,1575,62,45,59,6.7
potato,maize,balanced,31.3,87,6.56,1738,43,21,24,7.1
potato,tomato,balanced,32.9,75,15.22,1822,61,53,34,7.4
sugarcane,rice,balanced,24.4,69,5.26,2047,66,26,43,7.2
cotton,rice,high_nitrogen,31.3,83,5.27,2341,37,24,39,5.9
maize,potato,low_nitrogen,30.7,89,9.95,1394,49,45,23,5.7
tomato,maize,balanced,27.9,89,6.63,1523,49,32,31,6.5
wheat,wheat,balanced,29.4,60,5.11,2519,41,46,55,6.7
sugarcane,tomato,balanced,29.2,89,15.64,1569,57,54,58,5.6
potato,potato,low_nitrogen,24.5,82,9.77,1088,59,37,41,6.2
sugarcane,cotton,low_nitrogen,24.9,56,4.21,6942,66,22,29,6.1
groundnut,groundnut,low_nitrogen,31.7,85,3.36,5850,72,28,48,6.9
potato,rice,balanced,24.7,54,5.25,2399,58,54,34,7.1
rice,potato,low_nitrogen,33.6,53,9.81,1098,49,56,31,6.8
cotton,tomato,low_nitrogen,23.7,42,14.8,1461,25,40,36,7.4
maize,rice,high_nitrogen,22.7,53,5.22,1972,44,38,23,5.9
maize,groundnut,low_nitrogen,30.2,51,3.76,5554,45,23,60,5.8
rice,rice,high_nitrogen,32.1,84,5.01,2137,67,34,27,7.5
wheat,wheat,balanced,30.6,57,4.78,2488,54,44,39,7.3
rice,rice,high_nitrogen,20.0,63,4.74,2546,59,37,27,7.4
sugarcane,rice,high_nitrogen,32.5,55,5.26,2192,52,29,42,6.9
wheat,wheat,low_nitrogen,31.1,69,4.57,2473,44,53,21,6.7
groundnut,tomato,balanced,31.0,61,15.58,1816,77,51,31,6.0
cotton,rice,high_nitrogen,20.6,74,4.98,2403,35,31,44,6.8
sugarcane,wheat,high_nitrogen,28.4,49,4.71,2642,45,48,56,7.5
wheat,groundnut,high_nitrogen,29.5,51,2.71,5488,63,58,58,7.1
groundnut,cotton,balanced,33.8,84,4.25,6709,86,60,24,6.5
rice,wheat,balanced,34.8,90,5.17,2668,64,38,31,6.3
sugarcane,potato,low_nitrogen,33.6,83,10.08,1471,48,46,60,7.1
wheat,groundnut,balanced,33.2,79,4.26,5426,58,43,44,5.6
tomato,sugarcane,balanced,33.3,62,30.67,342,53,38,48,6.8
tomato,wheat,high_nitrogen,32.7,60,4.54,2371,40,37,60,5.6
sugarcane,cotton,high_nitrogen,34.0,48,4.27,6350,63,28,47,6.5
potato,rice,balanced,32.2,48,5.49,2170,45,25,40,6.8
wheat,groundnut,low_nitrogen,26.3,72,3.61,5859,64,32,23,6.0
cotton,groundnut,low_nitrogen,33.7,43,3.4,5567,32,56,58,7.1
groundnut,wheat,balanced,27.8,41,5.18,2109,84,37,47,7.5
wheat,maize,balanced,32.8,70,6.22,1757,70,44,41,6.2
tomato,sugarcane,high_nitrogen,23.5,51,29.71,509,68,49,44,6.9
tomato,sugarcane,high_nitrogen,21.9,67,29.71,629,43,45,21,5.8
potato,cotton,balanced,29.7,89,4.66,7085,60,33,48,5.7
sugarcane,potato,low_nitrogen,26.4,54,10.18,1061,48,57,44,6.4
cotton,potato,balanced,26.1,77,10.72,1042,35,43,34,5.6
potato,tomato,high_nitrogen,28.4,84,15.09,1669,67,47,57,7.3
maize,wheat,balanced,22.3,54,5.02,2169,65,48,49,6.0
groundnut,rice,low_nitrogen,22.4,70,4.23,1892,65,45,26,6.6
potato,sugarcane,low_nitrogen,31.0,61,29.74,591,46,44,34,7.1
cotton,rice,high_nitrogen,32.5,90,4.71,2562,20,31,25,6.2
wheat,potato,low_nitrogen,31.3,73,10.24,1248,63,60,45,5.7
rice,wheat,high_nitrogen,34.4,52,4.27,2289,45,29,53,6.2
potato,potato,low_nitrogen,25.3,45,10.15,931,68,51,49,7.0
cotton,potato,low_nitrogen,28.3,45,10.14,1032,34,26,53,5.9
maize,maize,balanced,20.6,50,6.75,1410,44,20,24,6.2
groundnut,cotton,balanced,30.5,44,4.62,6520,67,57,25,5.9
cotton,groundnut,low_nitrogen,27.5,78,3.72,6021,26,33,34,7.4
wheat,wheat,balanced,32.8,80,5.21,2443,52,47,48,7.0
tomato,rice,high_nitrogen,34.8,55,4.87,1968,59,29,40,6.7
sugarcane,tomato,balanced,26.0,64,15.57,1426,60,35,45,6.3
tomato,wheat,low_nitrogen,23.6,46,4.42,2793,59,33,34,5.9
tomato,wheat,balanced,30.3,52,5.14,2053,62,40,55,6.1
groundnut,cotton,balanced,34.0,75,4.65,6481,83,30,35,7.0
rice,groundnut,high_nitrogen,25.1,46,3.09,5536,55,58,20,6.5
sugarcane,maize,low_nitrogen,29.1,76,6.23,1621,64,23,28,6.9
rice,sugarcane,low_nitrogen,24.6,46,29.89,200,46,54,21,6.6
tomato,cotton,high_nitrogen,32.6,87,3.8,7093,64,50,46,7.2
cotton,potato,high_nitrogen,30.4,58,9.82,1382,26,35,38,6.3
rice,maize,high_nitrogen,27.2,75,6.03,1687,45,50,40,7.2
potato,rice,high_nitrogen,21.1,55,4.92,2451,42,58,33,6.5
cotton,maize,balanced,28.3,75,6.72,1887,32,60,60,7.0
wheat,cotton,high_nitrogen,22.5,46,3.78,6372,56,38,31,6.3
cotton,groundnut,low_nitrogen,28.3,76,3.43,6050,35,58,52,6.0
tomato,tomato,high_nitrogen,32.8,65,14.98,1542,70,53,34,6.5
maize,maize,high_nitrogen,29.4,60,6.14,1903,48,36,55,6.8
tomato,wheat,high_nitrogen,24.1,77,4.42,2177,63,33,43,5.6
maize,cotton,balanced,25.2,60,4.25,6389,53,27,38,7.0
cotton,wheat,high_nitrogen,34.2,44,4.47,2604,28,33,42,5.6
groundnut,groundnut,low_nitrogen,20.2,62,3.29,5327,85,22,51,5.8
potato,rice,high_nitrogen,31.9,65,5.26,2218,70,25,57,6.6
cotton,potato,low_nitrogen,34.7,64,9.76,1570,20,52,42,7.5
wheat,groundnut,low_nitrogen,31.2,42,3.21,5363,46,30,21,5.8
potato,wheat,high_nitrogen,34.9,61,4.3,2502,57,49,57,7.2
maize,maize,low_nitrogen,27.3,83,6.25,1443,70,22,24,6.9
tomato,maize,low_nitrogen,22.2,61,5.84,1579,53,25,58,5.6
cotton,cotton,balanced,32.4,80,4.32,6770,27,55,40,6.4
cotton,potato,low_nitrogen,24.9,56,10.14,1127,20,22,33,6.1
groundnut,wheat,balanced,29.4,51,5.0,2027,60,23,51,6.2
tomato,maize,low_nitrogen,20.0,52,6.23,1436,64,58,54,5.5
groundnut,sugarcane,high_nitrogen,23.1,53,29.89,227,73,49,27,5.8
groundnut,rice,high_nitrogen,34.8,85,5.18,1954,88,50,52,6.7
potato,tomato,high_nitrogen,20.9,69,15.07,1521,46,45,33,7.4
cotton,tomato,high_nitrogen,33.5,73,14.9,1124,21,60,21,6.4
sugarcane,maize,balanced,21.4,55,6.26,2045,52,45,47,7.1
cotton,maize,high_nitrogen,23.6,82,5.97,1582,37,27,33,7.0
maize,rice,high_nitrogen,24.4,41,5.19,1808,44,44,24,6.1
sugarcane,sugarcane,balanced,26.9,60,30.63,200,51,52,49,7.3
wheat,maize,high_nitrogen,28.9,84,6.12,2104,42,24,22,7.1
wheat,tomato,balanced,33.5,53,15.6,1539,55,30,48,6.4
sugarcane,maize,balanced,27.5,45,6.64,2017,52,24,41,5.6
tomato,sugarcane,balanced,21.1,86,30.59,580,70,44,52,6.4
tomato,maize,balanced,31.2,67,6.26,1763,57,53,44,6.5
sugarcane,cotton,low_nitrogen,25.7,87,3.95,6618,46,54,28,6.3
maize,wheat,balanced,28.0,88,5.14,2483,41,33,59,5.7
maize,cotton,balanced,24.3,44,4.67,6577,50,35,25,5.9
maize,sugarcane,low_nitrogen,31.7,83,30.02,200,65,24,43,6.7
rice,rice,high_nitrogen,33.8,60,5.05,2137,64,58,27,7.1
tomato,cotton,high_nitrogen,29.0,75,4.18,6833,42,43,36,7.4
rice,rice,balanced,30.1,62,5.39,2416,45,29,56,5.7
rice,potato,low_nitrogen,32.1,90,10.04,919,67,50,27,6.7
wheat,cotton,low_nitrogen,22.7,47,3.93,6973,40,50,36,6.4
groundnut,wheat,high_nitrogen,32.7,74,4.71,2471,65,38,24,6.1
cotton,potato,low_nitrogen,25.2,66,10.2,1379,40,20,55,7.2
groundnut,sugarcane,low_nitrogen,32.4,57,29.9,453,78,30,59,6.1
maize,wheat,high_nitrogen,32.5,69,4.8,2285,68,37,47,6.2
potato,rice,high_nitrogen,24.4,79,4.85,2366,64,57,41,5.8
cotton,groundnut,low_nitrogen,24.0,74,3.55,5836,36,24,39,7.3
cotton,rice,high_nitrogen,30.4,71,4.96,2447,29,32,55,6.0
cotton,groundnut,low_nitrogen,29.8,42,3.71,5922,20,30,47,7.2
potato,wheat,low_nitrogen,27.8,57,4.73,2317,64,37,39,6.0
maize,rice,high_nitrogen,25.9,56,4.78,1944,54,36,43,6.1
wheat,groundnut,low_nitrogen,20.6,89,3.48,5767,48,26,48,7.1
groundnut,potato,low_nitrogen,30.1,68,10.25,853,77,59,29,6.5
tomato,cotton,balanced,23.9,77,4.67,6821,57,35,51,6.2
sugarcane,groundnut,low_nitrogen,33.5,63,3.59,5615,57,56,53,5.8
groundnut,cotton,low_nitrogen,27.1,82,3.7,6922,64,42,37,7.2
cotton,wheat,high_nitrogen,29.2,42,4.41,2688,33,35,59,7.2
groundnut,groundnut,low_nitrogen,20.7,41,3.39,5789,81,49,23,5.6
rice,sugarcane,low_nitrogen,31.2,68,29.91,200,65,28,29,5.6
tomato,wheat,balanced,21.4,40,5.25,2585,46,22,59,5.6
rice,potato,low_nitrogen,22.6,64,9.82,999,52,53,54,6.4
cotton,potato,low_nitrogen,32.7,42,10.09,1248,20,29,36,6.7
groundnut,cotton,balanced,25.1,53,4.6,7100,64,21,40,7.1
cotton,sugarcane,low_nitrogen,25.8,57,29.8,288,39,59,59,6.3
tomato,cotton,high_nitrogen,26.4,40,4.0,7016,40,28,21,6.5
tomato,maize,low_nitrogen,24.8,48,5.86,1768,69,52,32,6.2
sugarcane,potato,low_nitrogen,34.2,79,9.95,1396,53,50,57,6.9
groundnut,wheat,balanced,28.6,88,5.03,2017,80,50,38,6.9
wheat,rice,high_nitrogen,31.1,46,5.23,2066,50,35,28,7.5
maize,potato,low_nitrogen,22.7,84,9.91,850,61,49,53,5.8
sugarcane,potato,low_nitrogen,30.9,55,10.0,1384,67,37,51,6.1
wheat,potato,balanced,33.6,71,10.4,1237,54,27,46,6.3
cotton,maize,balanced,23.6,85,6.6,1926,20,26,37,6.5
groundnut,cotton,balanced,27.9,61,4.6,6868,77,38,55,5.5
potato,groundnut,low_nitrogen,27.8,56,3.59,5789,61,54,33,7.2
maize,cotton,high_nitrogen,24.4,89,4.13,6321,56,55,29,6.2
groundnut,tomato,low_nitrogen,22.4,60,15.14,1528,90,59,50,7.2
tomato,rice,high_nitrogen,22.8,83,4.83,2043,54,26,27,6.9
rice,wheat,low_nitrogen,20.4,77,4.55,2800,68,55,52,6.3
wheat,groundnut,low_nitrogen,29.9,59,3.76,5479,56,23,28,7.3
cotton,rice,high_nitrogen,20.2,40,5.15,2262,24,49,41,6.2
maize,maize,low_nitrogen,21.5,57,6.02,2186,42,51,46,6.0
tomato,groundnut,low_nitrogen,21.9,54,3.55,6027,69,33,51,7.1
wheat,sugarcane,balanced,32.9,74,30.74,616,44,25,39,7.2
rice,cotton,high_nitrogen,23.3,67,4.29,6790,62,45,37,7.2
potato,wheat,high_nitrogen,33.2,40,4.28,2777,58,41,27,7.5
sugarcane,maize,high_nitrogen,30.2,69,5.88,1836,56,44,27,6.5
wheat,potato,low_nitrogen,23.8,57,9.72,1147,53,55,43,6.8
maize,sugarcane,high_nitrogen,21.2,87,30.18,433,41,40,38,7.3
potato,rice,high_nitrogen,31.7,63,4.9,2284,40,53,32,5.8
rice,potato,low_nitrogen,29.7,65,9.7,816,60,40,37,5.9
tomato,groundnut,low_nitrogen,27.0,83,3.72,5662,58,36,30,6.0
rice,tomato,high_nitrogen,25.2,67,14.87,1669,54,38,23,7.3
wheat,rice,balanced,25.1,58,5.46,2382,44,55,50,7.0
tomato,sugarcane,low_nitrogen,32.3,83,30.18,459,46,42,36,7.0
rice,rice,low_nitrogen,26.4,56,4.8,1890,48,58,24,7.0
potato,wheat,low_nitrogen,29.6,50,4.46,2598,53,46,46,5.8
groundnut,wheat,high_nitrogen,24.8,88,4.73,2735,75,45,44,6.0
cotton,wheat,balanced,24.9,53,4.78,2553,23,58,46,6.9
wheat,potato,high_nitrogen,28.5,90,9.92,1157,43,26,45,6.7
groundnut,wheat,low_nitrogen,23.7,68,4.66,2485,79,25,40,6.3
rice,tomato,low_nitrogen,28.5,83,14.82,1113,60,44,59,6.0
wheat,sugarcane,low_nitrogen,33.1,61,30.21,545,40,57,40,7.1
wheat,potato,low_nitrogen,24.5,89,10.28,1569,61,24,31,6.1
cotton,sugarcane,balanced,31.0,54,30.57,200,25,39,60,7.3
cotton,groundnut,low_nitrogen,21.8,54,3.25,5529,32,29,37,6.9
wheat,wheat,low_nitrogen,30.6,74,4.24,2713,61,28,28,7.1
groundnut,wheat,balanced,28.3,65,4.98,2342,63,43,58,5.7
rice,rice,high_nitrogen,25.5,87,5.26,1917,49,56,24,6.4
wheat,cotton,balanced,28.3,66,4.54,6346,61,24,58,6.5
sugarcane,potato,low_nitrogen,22.3,51,9.8,1305,62,22,37,6.7
maize,cotton,balanced,23.6,64,4.71,6593,45,47,57,6.0
maize,potato,low_nitrogen,24.9,79,10.03,1192,60,26,50,5.7
potato,groundnut,low_nitrogen,28.2,58,3.58,5894,56,53,52,5.6
rice,cotton,low_nitrogen,30.1,72,4.18,6993,70,53,57,7.4
groundnut,sugarcane,low_nitrogen,33.7,40,29.85,372,68,42,53,6.0
tomato,tomato,low_nitrogen,26.1,83,15.19,1383,42,22,45,6.9
groundnut,maize,low_nitrogen,21.5,87,5.78,1695,78,34,37,6.1
potato,sugarcane,balanced,20.5,74,30.2,246,44,23,32,5.8
rice,wheat,low_nitrogen,29.0,65,4.75,2413,61,52,56,6.5
tomato,maize,balanced,32.5,48,6.6,1906,65,59,54,6.6
rice,groundnut,low_nitrogen,30.0,86,3.36,5660,70,35,33,6.0
sugarcane,wheat,low_nitrogen,34.0,49,4.33,2676,64,59,54,7.0
potato,potato,low_nitrogen,34.4,45,10.16,1289,44,58,31,5.6
tomato,wheat,balanced,26.3,43,5.04,2715,68,60,39,7.2
tomato,wheat,high_nitrogen,35.0,69,4.75,2336,42,36,59,6.0
rice,tomato,low_nitrogen,28.3,45,14.88,1760,58,39,29,5.5
rice,cotton,low_nitrogen,32.9,65,4.07,6750,47,23,32,6.2
maize,tomato,balanced,33.7,67,15.68,1436,67,32,37,6.7
maize,wheat,high_nitrogen,30.1,61,4.42,2397,46,34,46,6.8
cotton,potato,low_nitrogen,26.5,49,9.94,854,31,34,21,6.0
tomato,rice,high_nitrogen,32.4,70,4.71,2046,50,52,51,6.8
cotton,potato,low_nitrogen,32.2,81,10.0,1430,23,59,47,6.6
tomato,sugarcane,balanced,21.7,74,30.55,200,47,57,36,6.9
groundnut,wheat,low_nitrogen,20.6,76,4.72,2402,60,42,34,7.2
sugarcane,wheat,high_nitrogen,29.0,80,4.67,2478,60,28,27,7.5
groundnut,wheat,high_nitrogen,33.2,62,4.73,2115,66,59,48,6.3
sugarcane,potato,low_nitrogen,29.2,89,10.22,923,49,42,23,6.2
cotton,wheat,high_nitrogen,30.4,45,4.52,2553,28,21,39,7.2
tomato,tomato,balanced,20.3,70,15.32,1883,64,28,48,7.3
maize,maize,low_nitrogen,22.0,65,6.0,2125,69,24,25,5.8
rice,rice,high_nitrogen,23.3,90,5.15,1943,44,26,22,6.1
maize,wheat,balanced,29.4,40,5.13,2719,49,46,38,5.5
maize,sugarcane,high_nitrogen,28.9,59,30.1,550,44,33,31,6.0
cotton,rice,high_nitrogen,31.3,55,5.19,2230,21,54,58,6.5
maize,sugarcane,low_nitrogen,23.1,63,29.77,431,66,36,49,7.1
wheat,sugarcane,balanced,27.0,71,30.75,255,55,27,54,6.2
cotton,tomato,low_nitrogen,27.5,54,14.93,1153,23,58,32,7.4
rice,tomato,balanced,29.6,51,15.36,1177,69,38,30,6.9
groundnut,cotton,low_nitrogen,27.6,82,3.84,6854,88,32,50,5.9
potato,groundnut,low_nitrogen,23.7,58,3.22,5818,69,34,53,5.7
groundnut,tomato,low_nitrogen,33.0,78,15.1,1203,73,43,58,7.0
maize,potato,low_nitrogen,32.4,62,9.96,829,51,51,51,6.8
groundnut,rice,high_nitrogen,32.8,46,5.07,2160,85,23,42,6.3
tomato,wheat,low_nitrogen,29.7,54,4.56,2758,64,56,56,5.6
groundnut,tomato,high_nitrogen,27.2,45,15.26,1670,85,48,32,7.4
maize,tomato,balanced,31.3,83,15.21,1848,56,42,49,5.9
wheat,wheat,balanced,21.4,46,5.27,2484,67,25,26,6.3
wheat,rice,high_nitrogen,29.7,58,4.76,2551,57,41,26,6.8
rice,sugarcane,balanced,26.4,50,30.31,628,42,36,28,7.4
rice,groundnut,low_nitrogen,22.8,47,3.7,5819,70,53,31,6.2
cotton,tomato,balanced,26.1,76,15.28,1873,25,41,35,6.6
groundnut,groundnut,low_nitrogen,26.3,78,3.53,5410,72,31,21,7.2
cotton,maize,low_nitrogen,34.9,69,5.78,1466,22,48,33,5.9
tomato,cotton,balanced,30.3,81,4.65,6475,67,47,59,6.1
tomato,sugarcane,low_nitrogen,26.9,64,29.71,200,67,39,41,6.6
rice,potato,low_nitrogen,24.3,56,9.93,1395,56,35,43,5.8
tomato,potato,low_nitrogen,32.1,86,10.09,851,60,28,36,5.8
sugarcane,wheat,high_nitrogen,31.7,56,4.42,2400,67,26,29,6.7
maize,groundnut,low_nitrogen,21.4,47,3.32,5611,60,51,22,6.9
rice,tomato,low_nitrogen,32.8,71,14.92,1678,56,26,40,6.5
rice,groundnut,low_nitrogen,34.8,79,3.62,6021,43,21,26,5.6
rice,tomato,high_nitrogen,28.6,57,15.02,1213,68,32,58,5.9
maize,tomato,balanced,28.4,89,15.67,1548,50,34,49,7.3
potato,cotton,low_nitrogen,25.4,69,4.26,6859,48,54,41,5.7
cotton,groundnut,low_nitrogen,26.0,63,3.42,5828,26,54,59,7.0
wheat,rice,high_nitrogen,33.3,62,4.8,2541,51,57,40,7.3
cotton,groundnut,low_nitrogen,29.9,54,3.71,5389,37,38,21,6.4
maize,tomato,low_nitrogen,33.6,52,15.17,1760,63,32,20,6.7
groundnut,potato,low_nitrogen,23.3,60,10.16,1071,67,39,49,6.9
rice,cotton,low_nitrogen,26.2,85,3.9,7098,51,35,44,6.2
rice,cotton,high_nitrogen,27.1,80,3.76,6622,59,43,29,6.5
tomato,maize,balanced,33.4,83,6.21,2048,51,50,27,6.7
cotton,maize,low_nitrogen,22.1,69,5.8,1985,30,38,41,5.5
potato,sugarcane,high_nitrogen,25.4,67,29.9,332,68,36,23,7.2
sugarcane,potato,low_nitrogen,23.1,78,10.11,1001,45,35,43,7.4
maize,rice,high_nitrogen,22.6,87,5.28,2305,66,53,48,5.8
sugarcane,potato,low_nitrogen,30.5,82,9.9,1105,67,41,55,7.2
tomato,cotton,balanced,21.6,53,4.34,6772,53,45,39,5.6
rice,wheat,balanced,30.1,51,4.78,2717,49,33,22,5.7
tomato,sugarcane,low_nitrogen,25.0,69,30.09,613,62,59,59,5.6
potato,wheat,balanced,23.6,66,4.93,2202,59,24,59,6.1
groundnut,wheat,balanced,20.7,44,4.81,2377,75,35,59,5.8
sugarcane,wheat,low_nitrogen,20.2,70,4.22,2758,40,30,23,7.3
tomato,maize,balanced,33.3,70,6.77,1713,42,45,23,7.4
tomato,maize,balanced,24.2,75,6.51,2068,63,31,32,7.1
maize,sugarcane,balanced,27.2,66,30.23,632,68,25,27,6.5
potato,wheat,balanced,29.0,73,5.25,2200,68,27,21,6.7
cotton,potato,high_nitrogen,34.2,42,9.9,1461,38,55,22,6.4
potato,sugarcane,high_nitrogen,20.1,52,29.75,200,49,48,53,5.9
tomato,maize,high_nitrogen,29.5,50,5.72,1983,47,21,55,5.8
sugarcane,tomato,balanced,32.1,50,15.65,1297,43,32,33,6.3
tomato,groundnut,low_nitrogen,29.6,53,3.4,5789,68,29,30,6.6
tomato,rice,high_nitrogen,25.6,63,5.15,2069,44,47,34,7.0
tomato,rice,high_nitrogen,21.9,80,5.09,2234,47,49,55,6.4
potato,rice,high_nitrogen,28.7,53,4.93,2573,59,44,20,7.3
maize,sugarcane,balanced,28.5,43,30.35,200,67,56,29,6.5
cotton,rice,high_nitrogen,20.1,40,4.9,2462,29,27,49,5.5
wheat,rice,high_nitrogen,27.8,56,4.86,2510,55,43,54,7.4
tomato,sugarcane,balanced,21.3,54,30.35,200,46,48,23,6.2
potato,cotton,high_nitrogen,32.2,84,3.74,6613,61,44,45,6.6
rice,tomato,balanced,33.7,66,15.52,1891,64,32,48,7.2
wheat,cotton,high_nitrogen,31.8,79,3.9,6971,48,40,54,5.9
maize,tomato,balanced,21.3,78,15.58,1731,66,41,26,5.6
potato,groundnut,high_nitrogen,30.2,53,3.09,5863,49,57,31,7.1
tomato,maize,low_nitrogen,25.5,43,5.96,1555,51,49,40,7.4
potato,sugarcane,high_nitrogen,29.9,48,30.18,200,44,50,57,6.7
sugarcane,maize,balanced,26.4,53,6.67,1538,58,25,50,7.4
cotton,potato,low_nitrogen,31.4,71,10.18,820,24,32,22,6.7
tomato,rice,high_nitrogen,21.6,75,4.97,2341,59,38,40,5.8
potato,sugarcane,high_nitrogen,22.1,79,29.9,240,53,20,57,7.1
tomato,wheat,low_nitrogen,33.7,71,4.71,2098,66,24,28,5.9
maize,groundnut,balanced,25.5,75,3.77,5340,55,21,47,5.8
groundnut,sugarcane,low_nitrogen,23.4,60,29.92,607,90,35,55,6.5
cotton,tomato,balanced,22.1,83,15.47,1605,25,57,41,7.3
rice,potato,low_nitrogen,30.7,71,10.22,849,57,35,49,7.1
groundnut,potato,low_nitrogen,30.7,41,10.06,1335,81,39,46,5.6
potato,wheat,high_nitrogen,23.6,62,4.66,2480,62,59,42,5.9
cotton,sugarcane,balanced,21.3,48,30.42,426,22,32,40,5.9
cotton,cotton,high_nitrogen,23.6,58,3.91,6450,27,59,54,6.9
sugarcane,wheat,balanced,33.8,48,4.92,2685,57,55,29,6.9
rice,wheat,high_nitrogen,24.6,56,4.23,2533,47,53,29,5.7
cotton,groundnut,high_nitrogen,23.4,61,2.91,5636,24,47,30,5.8
groundnut,cotton,high_nitrogen,29.6,43,3.95,6331,74,51,48,7.3
sugarcane,rice,high_nitrogen,30.5,62,4.73,2461,46,58,50,6.6
cotton,tomato,low_nitrogen,27.2,51,14.77,1649,21,30,30,6.5
sugarcane,tomato,high_nitrogen,28.3,58,14.9,1178,43,52,60,7.4
rice,tomato,low_nitrogen,30.2,49,15.06,1506,41,36,53,7.0
sugarcane,rice,high_nitrogen,28.0,57,4.94,2255,44,53,26,6.4
rice,groundnut,low_nitrogen,30.2,62,3.72,5951,52,29,55,6.1
groundnut,groundnut,low_nitrogen,23.9,57,3.63,5516,74,39,20,6.8
wheat,wheat,low_nitrogen,20.9,79,4.61,2498,65,54,38,5.7
wheat,rice,high_nitrogen,27.1,52,4.8,2494,47,48,53,6.4
tomato,groundnut,low_nitrogen,27.8,51,3.31,5933,68,37,49,6.7
groundnut,groundnut,low_nitrogen,21.1,65,3.74,6098,76,42,52,6.1
potato,tomato,low_nitrogen,33.6,58,15.18,1200,58,52,23,6.3
groundnut,wheat,balanced,34.3,77,5.19,2218,88,59,56,5.5
potato,potato,low_nitrogen,21.1,69,9.83,1028,56,44,42,6.5
tomato,cotton,balanced,29.9,65,4.3,7009,50,25,48,6.2
groundnut,potato,low_nitrogen,26.1,72,10.11,1563,75,57,36,7.4
potato,wheat,high_nitrogen,21.7,74,4.74,2117,41,56,39,7.2
