crop_type,soil_type,N,P,K,pH,rainfall_mm,temperature_c,humidity,yield_per_acre
Groundnut,Black,165.1,61.5,43.6,6.94,2083.1,10.0,67.8,1.29
Groundnut,Red,106.3,69.3,48.2,5.51,494.6,25.0,22.8,3.96
Groundnut,Laterite,95.3,136.9,88.2,7.15,184.8,11.1,26.5,0.85
Groundnut,Loamy,30.5,97.3,137.3,7.28,1172.9,35.4,39.2,3.58
Groundnut,Red,81.6,130.1,177.5,8.14,2175.6,30.8,71.7,2.39
Groundnut,Loamy,105.9,118.9,68.5,8.08,1064.0,30.4,34.1,2.11
Groundnut,Clay,104.1,24.4,80.1,4.91,735.4,36.3,88.4,2.45
Groundnut,Clay,77.6,107.0,70.6,8.9,519.9,38.1,67.1,2.47
Groundnut,Loamy,53.7,24.5,160.5,5.14,473.2,32.9,26.2,2.19
Groundnut,Laterite,43.0,52.3,180.8,8.69,1256.5,20.0,78.4,2.33
Groundnut,Black,93.3,39.5,194.2,6.83,414.4,24.2,46.3,2.97
Groundnut,Alluvial,127.3,89.1,71.4,6.59,1513.7,43.6,24.5,2.02
Groundnut,Sandy,107.0,107.4,122.4,5.93,2356.3,28.6,97.6,1.7
Groundnut,Loamy,169.9,98.8,10.6,7.57,2168.9,34.4,22.4,1.72
Groundnut,Clay,69.1,74.6,174.1,5.26,342.3,42.6,22.1,1.85
Groundnut,Clay,110.4,52.3,71.0,7.78,259.5,19.0,32.2,2.56
Groundnut,Sandy,153.9,63.1,83.1,5.44,1534.6,45.2,93.9,2.63
Groundnut,Clay,62.2,53.4,10.3,8.86,2052.3,11.8,100.0,1.69
Groundnut,Sandy,42.8,54.9,41.7,8.53,620.5,30.3,26.8,5.95
Groundnut,Clay,193.6,46.9,46.6,6.68,1710.3,37.0,80.3,2.19
Groundnut,Red,12.0,45.5,74.2,4.18,2218.3,41.9,40.1,2.87
Groundnut,Sandy,160.3,53.6,140.9,5.45,268.7,28.2,55.1,2.9
Groundnut,Sandy,124.7,76.1,146.0,6.8,2028.6,25.7,59.3,1.12
Groundnut,Loamy,48.1,61.0,126.8,4.14,1148.7,32.0,97.4,2.27
Groundnut,Clay,157.4,139.1,114.7,4.7,1439.6,38.8,77.5,1.14
Groundnut,Clay,157.5,130.4,151.2,4.6,1339.7,25.8,44.9,0.85
Groundnut,Sandy,16.3,139.1,196.4,6.84,2232.2,17.3,28.9,2.22
Groundnut,Alluvial,152.2,85.4,188.0,8.88,2488.8,34.8,94.6,1.8
Groundnut,Red,181.3,125.5,84.3,4.79,901.5,38.7,38.6,1.59
Groundnut,Red,181.8,108.8,60.3,4.67,790.9,32.9,86.1,2.18
Groundnut,Loamy,185.6,105.6,135.9,6.34,1004.1,30.2,29.6,1.7
Groundnut,Loamy,169.1,106.2,135.0,4.77,232.5,28.4,25.7,1.41
Groundnut,Black,31.0,89.1,82.2,7.99,1403.6,43.3,97.8,1.91
Groundnut,Alluvial,28.4,117.9,77.3,7.4,1711.6,39.7,75.8,2.2
Groundnut,Red,194.1,42.1,86.9,4.98,423.0,32.0,59.5,3.4
Groundnut,Loamy,60.5,16.8,166.1,8.99,1488.2,10.4,82.4,1.07
Groundnut,Loamy,31.3,84.8,8.7,5.62,1901.5,44.5,67.3,2.6
Groundnut,Clay,117.8,61.3,156.0,4.65,1149.3,36.0,52.6,1.76
Groundnut,Clay,58.7,38.8,64.2,8.37,1343.2,14.3,82.0,1.48
Groundnut,Red,9.4,72.3,159.3,4.8,2107.9,34.3,46.6,2.7
Groundnut,Alluvial,93.4,25.4,146.8,7.89,2146.8,20.1,60.9,1.38
Groundnut,Laterite,161.7,149.6,17.0,6.16,161.8,13.4,45.8,1.66
Groundnut,Laterite,30.4,129.1,146.2,8.2,1287.6,9.3,73.6,1.09
Groundnut,Laterite,123.0,149.9,32.0,6.12,1973.0,9.3,75.2,1.07
Groundnut,Red,168.2,61.2,108.1,6.17,1241.7,19.4,33.6,1.69
Groundnut,Alluvial,150.9,92.2,76.0,4.86,1524.3,39.1,45.0,1.55
Groundnut,Red,179.9,118.4,95.1,8.77,2465.0,27.7,89.2,0.85
Groundnut,Loamy,189.5,17.0,121.5,8.39,291.4,30.2,85.9,2.6
Groundnut,Black,58.5,124.2,197.5,6.32,872.2,45.3,60.0,0.85
Groundnut,Sandy,192.3,141.0,181.1,8.55,2256.0,40.8,75.6,0.85
Groundnut,Black,69.0,144.7,196.5,7.77,2461.4,12.5,99.4,1.29
Groundnut,Sandy,164.2,27.7,195.6,4.35,1381.6,44.6,95.7,0.93
Groundnut,Laterite,172.5,145.7,192.3,5.11,642.2,22.6,44.8,1.15
Groundnut,Red,125.4,109.6,70.6,4.94,713.5,29.3,42.4,3.84
Groundnut,Black,190.7,68.4,112.6,7.74,1840.2,31.3,88.9,1.55
Groundnut,Black,33.5,11.4,36.1,8.79,1846.2,29.1,95.3,3.27
Groundnut,Red,179.5,132.6,151.1,7.81,2254.4,37.5,47.2,1.54
Groundnut,Clay,169.4,59.8,167.2,7.28,1322.9,17.5,93.8,1.26
Groundnut,Sandy,191.4,15.3,124.0,4.51,782.0,15.4,64.3,1.7
Groundnut,Red,128.9,101.3,182.2,7.75,2178.3,24.7,89.2,0.85
Groundnut,Clay,184.1,86.0,54.7,4.16,907.1,30.9,23.4,2.25
Groundnut,Loamy,157.8,9.2,157.3,6.6,989.3,46.6,32.8,0.85
Groundnut,Clay,112.7,18.0,133.9,7.17,1946.7,11.6,43.8,1.12
Groundnut,Alluvial,130.6,121.3,73.0,4.09,277.0,12.5,84.4,1.78
Groundnut,Loamy,66.7,29.0,148.8,5.39,2406.5,47.5,94.1,2.23
Groundnut,Laterite,125.1,105.4,23.4,7.82,585.0,41.6,96.9,2.93
Groundnut,Alluvial,144.5,100.3,41.7,4.56,1686.1,35.1,49.3,2.02
Groundnut,Black,171.2,145.9,134.8,8.61,416.9,47.0,22.7,0.85
Groundnut,Sandy,47.4,6.7,85.8,4.32,796.2,33.7,43.6,2.94
Groundnut,Clay,108.1,93.6,105.7,8.4,665.2,18.6,30.2,1.11
Groundnut,Loamy,69.4,31.6,33.5,5.69,199.9,25.5,68.1,5.04
Groundnut,Loamy,81.3,78.8,26.1,6.69,2066.7,23.1,48.2,3.14
Groundnut,Laterite,52.0,87.0,115.4,5.09,1509.9,21.8,71.1,1.24
Groundnut,Alluvial,47.0,98.5,31.2,8.77,1523.2,33.1,54.7,1.95
Groundnut,Red,16.5,106.0,85.6,4.32,1757.4,33.8,77.6,2.01
Groundnut,Alluvial,95.3,109.1,145.3,6.4,1355.6,9.2,44.3,1.37
Groundnut,Red,67.3,144.0,124.4,4.02,1434.6,22.6,22.6,0.85
Groundnut,Red,147.3,81.4,90.3,7.45,187.3,16.9,69.3,1.92
Groundnut,Sandy,190.4,127.2,58.6,6.01,2355.8,18.0,62.6,2.3
Groundnut,Red,92.9,106.2,47.9,8.88,864.5,29.3,21.5,2.52
Groundnut,Loamy,187.0,50.8,140.0,8.09,1878.2,44.7,89.1,1.76
Groundnut,Loamy,134.5,135.9,110.7,6.11,2037.2,40.0,33.6,1.62
Groundnut,Clay,51.3,106.5,182.8,4.47,1427.8,35.8,42.1,0.85
Groundnut,Black,144.5,126.5,93.2,7.74,824.3,16.5,35.0,1.02
Groundnut,Alluvial,101.3,98.7,90.4,7.97,379.1,36.7,31.6,1.92
Groundnut,Sandy,6.8,45.1,32.8,4.64,2401.7,23.1,62.2,4.37
Groundnut,Clay,133.3,37.5,47.8,4.88,1143.5,29.3,20.9,1.87
Groundnut,Alluvial,15.2,74.4,149.3,6.57,272.5,25.6,76.7,3.16
Groundnut,Black,197.6,103.8,64.5,5.65,1143.1,32.9,91.8,1.58
Groundnut,Alluvial,15.1,44.5,45.6,5.01,1738.6,41.0,77.3,4.79
Groundnut,Laterite,128.4,45.3,129.0,5.9,907.5,19.6,47.7,2.19
Groundnut,Red,186.0,61.8,13.5,7.53,798.7,17.8,45.9,3.81
Groundnut,Sandy,62.5,99.6,13.3,5.48,662.0,19.1,35.3,2.9
Groundnut,Laterite,134.2,26.5,149.5,5.25,779.0,41.2,92.1,1.53
Groundnut,Red,131.1,97.1,33.1,5.74,1506.2,13.6,88.2,1.99
Groundnut,Black,138.5,32.6,197.7,6.94,2054.2,24.3,80.7,2.26
Groundnut,Laterite,12.6,7.0,73.9,4.97,744.1,40.8,33.0,1.73
Groundnut,Loamy,170.5,138.9,141.5,4.15,1987.0,29.3,80.6,0.85
Groundnut,Loamy,20.6,35.1,33.3,8.15,2169.9,29.1,28.3,4.26
Groundnut,Laterite,86.9,37.3,6.0,5.23,602.9,8.2,82.7,1.85
Groundnut,Laterite,85.2,55.1,48.3,7.85,1769.3,22.4,45.7,1.81
Groundnut,Laterite,72.9,78.1,105.3,8.96,659.4,35.0,31.1,1.81
Groundnut,Sandy,117.4,18.4,131.5,6.13,2047.3,44.8,68.0,1.84
Groundnut,Sandy,79.9,148.7,57.6,7.81,242.4,26.7,24.7,1.74
Groundnut,Laterite,165.5,128.3,130.1,8.17,1781.6,11.5,81.0,0.85
Groundnut,Alluvial,51.1,62.2,66.3,5.61,506.2,19.8,21.6,4.64
Groundnut,Sandy,174.9,29.6,171.1,7.86,1566.9,42.0,46.5,1.44
Groundnut,Alluvial,35.6,44.2,92.0,8.38,314.9,44.6,94.0,3.68
Groundnut,Clay,23.1,40.3,94.6,8.53,2192.8,36.7,21.9,1.99
Groundnut,Red,193.2,78.5,79.1,4.79,1099.7,20.1,27.0,1.69
Groundnut,Alluvial,143.8,98.0,98.1,7.37,1957.1,46.7,91.1,1.21
Groundnut,Laterite,99.9,63.6,166.2,5.24,583.1,46.3,96.0,1.86
Groundnut,Loamy,68.8,66.0,99.7,8.65,360.9,28.8,49.4,3.01
Groundnut,Loamy,16.4,21.0,89.7,5.9,2475.3,46.7,35.2,2.55
Groundnut,Sandy,158.3,44.6,62.9,4.35,786.1,11.7,60.0,3.63
Groundnut,Clay,151.5,13.6,71.3,5.44,350.3,22.5,43.9,2.67
Groundnut,Alluvial,78.2,14.5,148.9,8.89,263.2,8.2,86.5,1.34
Groundnut,Laterite,112.7,148.3,159.7,5.9,1482.0,32.9,85.8,1.14
Groundnut,Alluvial,103.6,7.7,27.1,6.91,2004.8,38.5,79.2,2.78
Groundnut,Red,47.1,65.4,78.8,8.65,784.9,26.8,35.0,4.67
Groundnut,Loamy,160.5,121.9,16.6,4.99,1703.7,42.4,61.7,1.57
Groundnut,Red,142.6,62.2,12.6,8.54,1853.8,18.9,59.7,2.04
Groundnut,Red,28.4,75.9,69.4,7.6,2266.3,32.8,37.1,3.55
Groundnut,Laterite,128.4,66.7,8.1,4.14,1230.7,15.3,66.8,2.6
Groundnut,Sandy,87.1,109.9,53.7,7.08,1811.1,43.7,46.6,1.28
Groundnut,Alluvial,81.6,50.5,190.6,7.14,1013.6,39.7,44.4,2.36
Groundnut,Black,50.7,114.3,48.8,6.96,1772.8,42.4,78.7,1.07
Groundnut,Red,172.2,36.3,163.0,5.41,182.8,12.4,79.7,2.36
Groundnut,Alluvial,33.9,32.2,92.3,6.61,2293.1,23.2,37.4,1.82
Groundnut,Black,135.6,106.1,185.2,8.41,792.0,26.2,79.8,1.42
Groundnut,Clay,107.2,127.6,196.1,5.41,2022.1,8.9,74.4,1.01
Groundnut,Black,73.8,137.3,199.8,7.87,1262.4,8.4,75.8,1.71
Groundnut,Alluvial,76.6,31.5,175.6,8.43,342.2,46.7,62.6,1.31
Groundnut,Loamy,7.0,46.4,41.9,4.83,1848.3,17.6,58.0,4.16
Groundnut,Laterite,6.1,37.8,42.8,7.76,1245.3,14.4,40.5,1.81
Groundnut,Black,111.4,37.8,165.2,4.21,336.8,28.8,67.1,1.73
Groundnut,Red,104.6,49.2,104.7,8.39,1759.4,42.3,46.3,2.15
Groundnut,Red,197.8,38.2,129.0,5.42,1667.8,16.4,82.8,1.83
Groundnut,Alluvial,45.7,129.6,28.8,4.78,1405.6,19.0,37.8,2.38
Groundnut,Loamy,117.0,7.9,198.5,6.46,1242.1,32.8,20.6,2.43
Groundnut,Clay,50.3,9.4,170.3,5.63,1734.6,45.9,65.2,1.71
Groundnut,Laterite,188.0,85.9,141.8,8.2,300.6,14.8,43.2,0.85
Groundnut,Red,41.3,103.9,15.9,5.81,529.7,37.2,90.7,3.66
Groundnut,Sandy,199.4,64.2,40.6,7.07,667.1,12.2,24.0,3.39
Groundnut,Laterite,41.2,118.7,30.2,8.58,1510.2,9.1,97.0,1.06
Groundnut,Sandy,46.7,111.1,27.5,7.24,1922.8,42.4,78.7,2.41
Groundnut,Loamy,102.4,121.4,59.4,5.38,2101.3,13.9,69.3,2.08
Groundnut,Loamy,179.6,47.8,50.6,4.07,812.9,36.6,96.7,3.42
Groundnut,Black,50.6,32.2,7.2,6.06,2258.6,44.1,30.2,1.14
Groundnut,Red,131.3,102.8,175.2,8.97,360.8,33.2,46.9,2.32
Groundnut,Clay,106.3,47.9,110.3,6.87,1485.9,42.1,51.2,1.78
Groundnut,Loamy,113.5,132.6,177.6,6.64,372.9,18.8,56.6,2.35
Groundnut,Black,26.2,22.2,65.5,4.19,1327.6,16.5,61.5,3.36
Groundnut,Red,125.4,98.3,57.2,8.3,890.2,44.8,57.7,2.31
Groundnut,Loamy,94.9,52.9,158.3,4.47,2439.8,12.7,81.8,1.83
Groundnut,Loamy,77.2,80.2,7.3,6.87,2243.3,16.7,94.1,1.29
Groundnut,Laterite,197.9,70.6,29.5,5.07,744.0,28.4,46.8,4.1
Groundnut,Clay,27.5,72.0,107.0,5.58,1262.0,44.8,60.0,1.96
Groundnut,Black,140.8,127.5,60.8,5.21,1735.5,15.8,71.2,1.81
Groundnut,Alluvial,66.6,100.5,78.9,5.75,359.4,9.6,86.8,3.57
Groundnut,Loamy,191.7,101.5,25.0,8.11,874.1,31.9,42.2,2.85
Groundnut,Black,127.5,142.5,110.0,7.19,1610.2,36.3,71.2,1.68
Groundnut,Sandy,69.9,38.9,167.4,8.45,1084.1,9.1,75.6,2.26
Groundnut,Alluvial,129.2,49.8,49.0,8.79,310.7,8.2,73.8,3.84
Groundnut,Alluvial,123.3,111.9,194.9,5.9,254.7,47.5,69.9,1.88
Groundnut,Clay,36.0,90.4,177.9,6.09,1705.4,32.6,50.2,0.95
Groundnut,Alluvial,103.7,105.7,64.5,6.01,151.3,32.4,53.9,2.54
Groundnut,Black,91.8,112.2,162.7,8.91,554.6,19.8,68.8,1.12
Groundnut,Black,44.7,125.8,44.8,5.24,560.4,14.3,96.3,2.96
Groundnut,Black,8.6,105.4,156.3,4.16,1506.2,39.3,50.1,0.85
Groundnut,Black,61.1,44.8,48.4,5.66,947.5,20.4,98.3,2.49
Groundnut,Loamy,30.8,44.3,93.7,8.72,540.4,44.9,77.5,5.54
Groundnut,Sandy,45.1,54.2,49.4,5.22,111.2,43.2,43.7,5.03
Groundnut,Black,195.5,143.5,159.6,5.89,258.3,11.9,20.1,0.98
Groundnut,Alluvial,183.5,11.1,50.7,8.04,2101.5,12.5,97.9,1.69
Groundnut,Alluvial,132.0,98.2,24.0,6.1,1359.8,19.8,90.5,1.75
Groundnut,Sandy,161.3,33.5,18.9,4.23,192.8,27.6,40.4,3.72
Groundnut,Sandy,55.1,66.8,178.4,6.87,2417.0,12.1,56.8,2.79
Groundnut,Laterite,199.4,37.5,141.2,5.19,2351.5,20.4,47.7,0.85
Groundnut,Loamy,100.9,110.7,78.5,4.79,1507.6,15.9,56.6,1.51
Groundnut,Loamy,21.4,73.0,89.9,5.68,1279.2,25.6,20.5,2.88
Groundnut,Red,46.7,55.6,39.0,4.34,571.9,42.2,83.8,6.14
Groundnut,Red,131.3,93.2,18.8,4.32,2416.6,14.1,43.6,1.47
Groundnut,Black,30.2,52.9,66.7,8.01,1111.7,32.5,52.4,4.34
Groundnut,Sandy,81.5,112.4,48.8,6.95,468.2,12.1,61.9,2.95
Groundnut,Loamy,27.1,138.1,49.0,4.6,586.5,14.8,27.3,3.74
Groundnut,Red,116.4,82.3,157.3,8.64,889.4,16.3,52.2,2.82
Groundnut,Laterite,105.6,102.0,156.6,7.55,593.4,12.6,63.4,0.85
Groundnut,Clay,85.3,122.3,100.6,5.83,362.2,10.1,51.9,1.27
Groundnut,Sandy,102.1,75.1,76.7,5.36,2370.9,20.7,25.1,1.89
Groundnut,Black,15.2,142.5,116.4,6.39,2161.9,45.5,37.6,1.18
Groundnut,Alluvial,76.5,85.9,102.2,7.01,177.1,9.3,77.7,1.74
Groundnut,Sandy,185.6,50.7,9.2,8.06,635.1,26.7,85.4,2.81
Groundnut,Laterite,126.4,75.2,39.4,8.02,755.6,40.8,68.9,3.06
Groundnut,Laterite,50.3,99.2,200.0,6.98,1608.1,12.5,52.3,1.05
Groundnut,Alluvial,64.9,126.6,141.9,5.65,2093.6,27.5,34.0,1.09
Groundnut,Alluvial,158.3,34.1,129.3,7.8,602.7,11.7,48.1,1.85
Groundnut,Loamy,52.1,115.5,116.9,4.16,1403.0,40.2,42.1,1.1
Groundnut,Red,27.7,111.0,77.0,5.67,2233.5,27.4,92.0,2.71
Groundnut,Red,87.6,121.3,24.6,7.18,1786.2,44.0,37.9,0.85
Groundnut,Loamy,190.2,139.5,132.6,7.29,692.7,41.1,70.6,3.12
Groundnut,Red,126.8,130.9,168.6,5.86,1888.6,25.1,87.2,2.02
Groundnut,Loamy,120.1,84.8,123.9,7.48,2303.5,39.4,37.6,1.58
Groundnut,Black,166.5,144.8,109.2,6.63,981.8,25.0,58.6,1.15
Groundnut,Black,193.9,34.2,118.0,4.42,622.9,38.5,44.2,1.58
Groundnut,Sandy,69.4,101.8,134.8,8.03,338.8,31.1,25.0,1.4
Groundnut,Black,134.1,27.4,102.4,7.95,1163.9,14.6,45.1,0.85
Groundnut,Laterite,115.7,104.5,16.7,6.77,1134.8,13.4,36.6,1.78
Groundnut,Black,111.2,30.9,167.6,7.89,1913.8,40.6,37.6,1.25
Groundnut,Loamy,138.3,16.4,113.8,4.92,1740.5,32.4,97.8,1.33
Groundnut,Clay,161.2,43.7,170.6,6.21,728.6,8.4,89.7,1.52
Groundnut,Red,33.0,35.9,73.6,5.46,1704.4,41.1,35.4,2.17
Groundnut,Sandy,56.0,28.5,83.9,8.93,1145.7,38.0,24.6,2.58
Groundnut,Laterite,27.8,86.0,63.6,8.99,1074.2,16.5,70.3,3.18
Groundnut,Red,93.4,120.4,47.2,8.52,1999.2,21.3,34.4,0.85
Groundnut,Red,177.7,50.0,115.2,5.35,2463.5,10.9,55.8,2.39
Groundnut,Loamy,125.0,38.0,175.0,8.0,1908.8,41.9,69.6,2.7
Groundnut,Clay,48.3,96.7,88.3,5.25,1816.3,15.7,70.7,0.85
Groundnut,Clay,135.7,98.5,48.2,4.72,2448.7,9.8,57.4,0.88
Groundnut,Clay,79.9,93.2,36.2,5.31,1456.4,16.7,53.8,1.87
Groundnut,Alluvial,145.0,25.8,9.5,8.13,2118.3,37.9,42.4,1.66
Groundnut,Alluvial,92.6,54.9,145.2,5.07,1680.8,45.1,42.4,0.96
Groundnut,Alluvial,185.2,19.7,48.0,7.83,985.1,14.6,60.3,2.96
Groundnut,Laterite,169.3,110.5,88.1,4.01,1863.4,43.2,46.8,0.85
Groundnut,Loamy,136.9,73.3,183.5,5.96,664.2,34.5,65.9,3.28
Groundnut,Red,118.1,94.2,178.8,4.3,2243.9,17.6,26.2,0.93
Groundnut,Black,67.6,84.4,155.9,5.98,2367.4,41.1,98.8,0.85
Groundnut,Laterite,89.9,108.7,56.8,6.25,2248.3,38.2,33.4,1.52
Groundnut,Sandy,82.7,109.0,175.9,8.2,1986.5,8.6,93.0,1.37
Groundnut,Laterite,178.2,33.6,90.7,7.75,1636.7,24.6,74.3,0.85
Groundnut,Laterite,44.8,105.6,5.6,6.74,1062.6,20.1,61.3,2.22
Groundnut,Loamy,38.3,31.3,26.5,8.71,1714.6,39.6,46.5,3.43
Groundnut,Black,95.0,44.4,58.5,4.31,1573.1,25.9,68.5,2.32
Groundnut,Red,160.8,113.9,155.4,6.5,949.3,45.3,24.3,1.12
Groundnut,Laterite,47.1,102.9,103.8,4.73,159.9,45.2,30.1,0.85
Groundnut,Red,26.2,47.0,143.4,6.94,1252.3,30.9,64.7,3.41
Groundnut,Clay,122.0,106.2,95.5,7.78,1502.8,10.2,91.2,0.85
Groundnut,Laterite,91.5,129.4,9.9,4.42,1963.2,33.0,64.7,1.45
Groundnut,Red,196.0,50.3,191.5,4.74,1933.6,33.3,85.4,1.81
Groundnut,Laterite,106.5,15.1,41.1,8.56,386.2,31.2,45.9,1.91
Groundnut,Red,156.5,123.3,199.6,6.06,146.3,17.4,67.0,1.49
Groundnut,Black,103.2,128.0,112.7,7.04,173.4,42.4,50.8,1.26
Groundnut,Loamy,41.6,81.4,138.9,6.45,1685.5,22.6,22.2,2.22
Groundnut,Loamy,137.6,131.4,153.4,5.82,2072.1,46.6,38.2,0.92
Groundnut,Sandy,153.0,51.8,52.6,7.69,1866.6,19.1,89.8,2.09
Groundnut,Alluvial,72.4,67.0,146.7,5.06,1225.0,34.1,63.2,2.54
Groundnut,Black,172.8,65.3,108.7,8.88,201.9,25.9,70.9,3.22
Groundnut,Sandy,45.3,54.5,49.6,7.13,194.9,15.1,43.5,5.14
Groundnut,Loamy,57.7,30.1,62.7,5.23,1175.9,37.9,64.3,3.67
Groundnut,Black,90.5,33.7,81.7,6.44,938.9,45.5,65.0,2.72
Groundnut,Laterite,172.7,130.6,67.5,6.74,1556.0,26.9,92.9,1.54
Groundnut,Alluvial,192.5,59.2,110.8,8.26,901.6,13.7,42.6,1.69
Groundnut,Laterite,47.1,69.9,67.0,8.85,2204.2,18.0,45.1,0.86
Groundnut,Black,41.3,75.8,157.7,8.13,2173.5,30.8,89.4,3.22
Groundnut,Red,14.7,62.8,10.2,8.2,525.0,35.0,48.6,6.19
Groundnut,Sandy,104.4,52.0,68.2,5.63,1992.6,36.4,45.5,2.24
Groundnut,Red,188.0,44.8,47.5,5.07,304.5,43.9,98.4,3.62
Groundnut,Clay,96.3,22.4,167.9,6.09,725.1,39.5,93.0,2.25
Groundnut,Black,198.0,34.6,192.3,5.58,1088.7,22.4,41.5,1.38
Groundnut,Alluvial,176.2,64.4,86.6,6.64,145.8,27.9,43.3,2.86
Groundnut,Clay,33.4,73.4,77.3,6.81,2373.0,38.4,75.0,2.55
Groundnut,Clay,135.2,56.9,95.5,6.78,2024.4,16.4,51.9,0.85
Groundnut,Black,162.8,22.4,94.9,4.61,1160.4,9.9,61.4,1.51
Groundnut,Red,130.0,25.9,128.5,6.02,1215.4,40.1,46.6,1.43
Groundnut,Clay,70.0,81.7,72.8,8.35,2261.7,21.0,27.4,0.85
Groundnut,Clay,139.3,5.0,16.6,6.16,2399.6,43.6,99.5,0.85
Groundnut,Sandy,53.7,67.0,93.7,5.48,2489.6,38.7,75.4,2.15
Groundnut,Clay,85.2,55.9,109.8,7.75,370.2,39.6,22.1,2.93
Groundnut,Red,123.5,108.4,13.3,5.29,510.2,15.5,60.3,1.6
Groundnut,Clay,34.3,112.9,120.8,4.39,2235.1,32.7,45.3,1.4
Groundnut,Black,87.3,139.6,95.6,4.15,1253.6,39.8,71.8,0.85
Groundnut,Red,48.2,106.7,174.4,4.5,673.0,9.0,23.5,1.52
Groundnut,Sandy,20.2,135.0,81.4,6.4,1167.4,29.3,67.9,1.94
Groundnut,Alluvial,136.5,98.7,125.3,5.33,741.0,42.5,21.0,1.78
Groundnut,Sandy,187.7,6.9,81.3,7.91,552.3,40.6,88.8,1.52
Groundnut,Red,10.8,100.7,85.8,4.05,1574.5,12.9,50.3,1.37
Groundnut,Alluvial,111.2,52.4,173.4,5.05,2217.5,34.6,96.5,0.85
Groundnut,Clay,131.5,86.9,76.3,7.21,167.8,22.8,62.6,1.94
Groundnut,Sandy,55.3,43.7,126.1,8.72,1684.4,34.7,98.9,1.43
Groundnut,Red,11.6,113.1,90.6,6.14,640.7,28.3,55.4,3.2
Groundnut,Laterite,171.5,112.0,70.3,8.53,279.6,10.0,30.2,0.85
Groundnut,Sandy,22.1,100.9,122.2,7.24,1752.1,38.3,36.6,2.8
Groundnut,Red,135.2,6.2,167.5,6.58,2365.3,27.1,54.6,2.43
Groundnut,Loamy,192.2,20.9,18.2,4.22,1125.5,11.9,79.6,1.88
Groundnut,Loamy,101.2,28.9,27.6,8.5,1783.9,46.6,26.6,2.23
Groundnut,Laterite,134.6,108.1,187.4,8.71,1424.0,27.8,46.8,1.12
Groundnut,Laterite,143.6,103.3,132.6,7.48,921.1,20.8,82.7,2.43
Groundnut,Sandy,153.1,123.0,106.7,8.55,1235.4,15.1,48.9,0.85
Groundnut,Red,93.3,5.4,73.1,4.36,1885.2,30.4,65.8,1.45
Groundnut,Clay,168.8,96.8,37.5,5.63,1998.6,14.9,75.3,0.85
Groundnut,Black,14.9,66.5,40.6,4.11,452.9,47.1,37.2,5.19
Groundnut,Laterite,6.4,81.9,105.8,7.12,675.3,8.4,56.4,1.91
Groundnut,Sandy,69.2,139.0,188.0,4.2,135.8,25.0,67.3,0.85
Groundnut,Alluvial,161.7,46.0,92.6,4.07,2029.3,36.1,38.5,2.56
Groundnut,Red,96.3,29.5,13.1,5.69,461.8,33.3,73.9,3.21
Groundnut,Laterite,105.0,105.2,66.8,7.24,1203.3,30.8,67.2,2.14
Groundnut,Red,145.4,40.7,46.8,6.74,1729.3,10.1,24.8,2.63
Groundnut,Sandy,190.0,40.8,102.8,4.83,898.6,18.7,58.0,1.48
Groundnut,Laterite,60.9,54.2,105.5,4.85,2034.8,13.8,58.5,0.85
Groundnut,Clay,86.7,24.2,27.3,4.12,778.9,21.2,76.0,3.27
Groundnut,Red,117.2,114.3,105.0,5.43,2145.4,31.9,66.4,1.33
Groundnut,Sandy,171.0,16.4,65.5,7.37,1317.4,43.3,23.1,1.49
Groundnut,Clay,73.1,49.1,130.5,6.16,2017.0,38.4,45.0,2.65
Groundnut,Alluvial,134.2,135.0,54.1,8.1,1006.7,40.5,59.5,2.26
Groundnut,Laterite,49.0,91.7,29.4,8.89,1191.0,40.9,81.5,3.89
Groundnut,Loamy,59.1,39.8,63.7,5.5,1441.5,18.0,95.3,1.77
Groundnut,Laterite,76.0,22.7,24.1,5.92,2481.0,30.8,69.7,2.0
Groundnut,Sandy,189.8,137.7,188.6,8.06,811.4,21.9,49.2,1.66
Groundnut,Alluvial,32.5,131.8,63.6,5.53,1029.3,46.7,26.8,2.57
Groundnut,Red,124.4,28.2,94.0,4.04,1603.0,31.0,45.5,1.05
Groundnut,Alluvial,62.2,115.6,152.4,6.35,1822.0,26.0,88.1,3.03
Groundnut,Red,151.1,80.5,104.5,7.16,1787.3,21.9,46.4,1.78
Groundnut,Black,78.8,34.0,175.0,8.61,1604.2,40.4,98.9,0.85
Groundnut,Red,87.1,121.0,59.7,8.36,2251.2,34.0,81.8,1.89
Groundnut,Sandy,60.1,27.4,61.1,7.07,544.4,44.4,52.9,5.39
Groundnut,Clay,84.7,112.5,24.6,8.06,2492.7,39.5,57.9,1.25
Groundnut,Black,14.1,78.0,17.9,8.42,1907.3,23.1,71.2,2.94
Groundnut,Red,98.2,26.1,138.9,8.7,1473.9,11.9,24.4,1.28
Groundnut,Black,157.1,138.6,55.9,8.15,742.9,21.7,35.9,2.74
Groundnut,Red,111.5,37.7,34.7,7.23,1512.7,8.2,42.8,2.86
Groundnut,Clay,182.3,79.0,145.2,8.57,1642.3,35.0,77.7,1.42
Groundnut,Laterite,38.7,77.6,93.2,7.87,302.8,39.6,28.5,2.53
Groundnut,Sandy,99.1,135.7,104.4,7.3,2494.6,13.9,78.9,0.85
Groundnut,Laterite,183.1,107.7,137.1,7.63,1683.1,38.4,35.4,0.85
